transfer,run,desc,plate_n,barcode,ab
4,1,agar,2,2022013108,N
4,1,agar,3,2022013109,N
4,1,agar,4,2022013110,N
4,1,agar,5,2022013111,N
4,1,agar,6,2022013112,N
4,1,agar,1,2022013113,A
4,1,agar,2,2022013114,A
4,1,agar,3,2022013115,A
4,1,agar,4,2022013116,A
4,1,agar,5,2022013117,A
4,1,agar,6,2022013118,A
4,1,agar,1,2022013119,B
4,1,agar,2,2022013120,B
4,1,agar,3,2022013121,B
4,1,agar,4,2022013122,B
4,1,agar,5,2022013123,B
4,1,agar,6,2022013124,B
4,1,agar,1,2022013125,AB
4,1,agar,2,2022013126,AB
4,1,agar,3,2022013127,AB
4,1,agar,4,2022013128,AB
4,1,agar,5,2022013129,AB
4,1,agar,6,2022013130,AB
5,1,on,1,2022013131,N
4,1,test,1,2022013132,N
4,1,test,1,2022013133,A
4,1,test,1,2022013134,B
4,1,test,1,2022013135,AB
5,1,assay,1,2022020101,N
5,1,assay,2,2022020102,N
5,1,assay,3,2022020103,N
5,1,assay,4,2022020104,N
5,1,assay,5,2022020105,N
5,1,assay,6,2022020106,N
5,1,agar,1,2022020107,N
5,1,agar,2,2022020108,N
5,1,agar,3,2022020109,N
5,1,agar,4,2022020110,N
5,1,agar,5,2022020111,N
5,1,agar,6,2022020112,N
5,1,agar,1,2022020113,A
5,1,agar,2,2022020114,A
5,1,agar,3,2022020115,A
5,1,agar,4,2022020116,A
5,1,agar,5,2022020117,A
5,1,agar,6,2022020118,A
5,1,agar,1,2022020119,B
5,1,agar,2,2022020120,B
5,1,agar,3,2022020121,B
5,1,agar,4,2022020122,B
5,1,agar,5,2022020123,B
5,1,agar,6,2022020124,B
5,1,agar,1,2022020125,AB
5,1,agar,2,2022020126,AB
5,1,agar,3,2022020127,AB
5,1,agar,4,2022020128,AB
5,1,agar,5,2022020129,AB
5,1,agar,6,2022020130,AB
6,1,on,1,2022020131,N
5,1,test,1,2022020132,N
5,1,test,1,2022020133,A
5,1,test,1,2022020134,B
5,1,test,1,2022020135,AB
6,1,assay,1,2022020301,N
6,1,assay,2,2022020302,N
6,1,assay,3,2022020303,N
6,1,assay,4,2022020304,N
6,1,assay,5,2022020305,N
6,1,assay,6,2022020306,N
6,1,agar,1,2022020307,N
6,1,agar,2,2022020308,N
6,1,agar,3,2022020309,N
6,1,agar,4,2022020310,N
6,1,agar,5,2022020311,N
6,1,agar,6,2022020312,N
6,1,agar,1,2022020313,A
6,1,agar,2,2022020314,A
6,1,agar,3,2022020315,A
6,1,agar,4,2022020316,A
6,1,agar,5,2022020317,A
6,1,agar,6,2022020318,A
6,1,agar,1,2022020319,B
6,1,agar,2,2022020320,B
6,1,agar,3,2022020321,B
6,1,agar,4,2022020322,B
6,1,agar,5,2022020323,B
6,1,agar,6,2022020324,B
6,1,agar,1,2022020325,AB
6,1,agar,2,2022020326,AB
6,1,agar,3,2022020327,AB
6,1,agar,4,2022020328,AB
6,1,agar,5,2022020329,AB
6,1,agar,6,2022020330,AB
7,1,on,1,2022020331,N
6,1,test,1,2022020332,N
6,1,test,1,2022020333,A
6,1,test,1,2022020334,B
6,1,test,1,2022020335,AB
7,1,assay,1,2022020501,N
7,1,assay,2,2022020502,N
7,1,assay,3,2022020503,N
7,1,assay,4,2022020504,N
7,1,assay,5,2022020505,N
7,1,assay,6,2022020506,N
7,1,agar,1,2022020507,N
7,1,agar,2,2022020508,N
7,1,agar,3,2022020509,N
7,1,agar,4,2022020510,N
7,1,agar,5,2022020511,N
7,1,agar,6,2022020512,N
7,1,agar,1,2022020513,A
7,1,agar,2,2022020514,A
7,1,agar,3,2022020515,A
7,1,agar,4,2022020516,A
7,1,agar,5,2022020517,A
7,1,agar,6,2022020518,A
7,1,agar,1,2022020519,B
7,1,agar,2,2022020520,B
7,1,agar,3,2022020521,B
7,1,agar,4,2022020522,B
7,1,agar,5,2022020523,B
7,1,agar,6,2022020524,B
7,1,agar,1,2022020525,AB
7,1,agar,2,2022020526,AB
7,1,agar,3,2022020527,AB
7,1,agar,4,2022020528,AB
7,1,agar,5,2022020529,AB
7,1,agar,6,2022020530,AB
8,1,on,1,2022020531,N
7,1,test,1,2022020532,N
7,1,test,1,2022020533,A
7,1,test,1,2022020534,B
7,1,test,1,2022020535,AB
8,1,assay,1,2022020601,N
8,1,assay,2,2022020602,N
8,1,assay,3,2022020603,N
8,1,assay,4,2022020604,N
8,1,assay,5,2022020605,N
8,1,assay,6,2022020606,N
8,1,agar,1,2022020607,N
8,1,agar,2,2022020608,N
8,1,agar,3,2022020609,N
8,1,agar,4,2022020610,N
8,1,agar,5,2022020611,N
8,1,agar,6,2022020612,N
8,1,agar,1,2022020613,A
8,1,agar,2,2022020614,A
8,1,agar,3,2022020615,A
8,1,agar,4,2022020616,A
8,1,agar,5,2022020617,A
8,1,agar,6,2022020618,A
8,1,agar,1,2022020619,B
8,1,agar,2,2022020620,B
8,1,agar,3,2022020621,B
8,1,agar,4,2022020622,B
8,1,agar,5,2022020623,B
8,1,agar,6,2022020624,B
8,1,agar,1,2022020625,AB
8,1,agar,2,2022020626,AB
8,1,agar,3,2022020627,AB
8,1,agar,4,2022020628,AB
8,1,agar,5,2022020629,AB
8,1,agar,6,2022020630,AB
9,1,on,1,2022020631,N
8,1,test,1,2022020632,N
8,1,test,1,2022020633,A
8,1,test,1,2022020634,B
8,1,test,1,2022020635,AB
9,1,assay,1,2022020701,N
9,1,assay,2,2022020702,N
9,1,assay,3,2022020703,N
9,1,assay,4,2022020704,N
9,1,assay,5,2022020705,N
9,1,assay,6,2022020706,N
9,1,agar,1,2022020707,N
9,1,agar,2,2022020708,N
9,1,agar,3,2022020709,N
9,1,agar,4,2022020710,N
9,1,agar,5,2022020711,N
9,1,agar,6,2022020712,N
9,1,agar,1,2022020713,A
9,1,agar,2,2022020714,A
9,1,agar,3,2022020715,A
9,1,agar,4,2022020716,A
9,1,agar,5,2022020717,A
9,1,agar,6,2022020718,A
9,1,agar,1,2022020719,B
9,1,agar,2,2022020720,B
9,1,agar,3,2022020721,B
9,1,agar,4,2022020722,B
9,1,agar,5,2022020723,B
9,1,agar,6,2022020724,B
9,1,agar,1,2022020725,AB
9,1,agar,2,2022020726,AB
9,1,agar,3,2022020727,AB
9,1,agar,4,2022020728,AB
9,1,agar,5,2022020729,AB
9,1,agar,6,2022020730,AB
10,1,on,1,2022020731,N
9,1,test,1,2022020732,N
9,1,test,1,2022020733,A
9,1,test,1,2022020734,B
9,1,test,1,2022020735,AB
10,1,assay,1,2022020901,N
10,1,assay,2,2022020902,N
10,1,assay,3,2022020903,N
10,1,assay,4,2022020904,N
10,1,assay,5,2022020905,N
10,1,assay,6,2022020906,N
10,1,agar,1,2022020907,N
10,1,agar,2,2022020908,N
10,1,agar,3,2022020909,N
10,1,agar,4,2022020910,N
10,1,agar,5,2022020911,N
10,1,agar,6,2022020912,N
10,1,agar,1,2022020913,A
10,1,agar,2,2022020914,A
10,1,agar,3,2022020915,A
10,1,agar,4,2022020916,A
10,1,agar,5,2022020917,A
10,1,agar,6,2022020918,A
10,1,agar,1,2022020919,B
10,1,agar,2,2022020920,B
10,1,agar,3,2022020921,B
10,1,agar,4,2022020922,B
10,1,agar,5,2022020923,B
10,1,agar,6,2022020924,B
10,1,agar,1,2022020925,AB
10,1,agar,2,2022020926,AB
10,1,agar,3,2022020927,AB
10,1,agar,4,2022020928,AB
10,1,agar,5,2022020929,AB
10,1,agar,6,2022020930,AB
11,1,on,1,2022020931,N
10,1,test,1,2022020932,N
10,1,test,1,2022020933,A
10,1,test,1,2022020934,B
10,1,test,1,2022020935,AB
11,1,assay,1,2022021001,N
11,1,assay,2,2022021002,N
11,1,assay,3,2022021003,N
11,1,assay,4,2022021004,N
11,1,assay,5,2022021005,N
11,1,assay,6,2022021006,N
11,1,agar,1,2022021007,N
11,1,agar,2,2022021008,N
11,1,agar,3,2022021009,N
11,1,agar,4,2022021010,N
11,1,agar,5,2022021011,N
11,1,agar,6,2022021012,N
11,1,agar,1,2022021013,A
11,1,agar,2,2022021014,A
11,1,agar,3,2022021015,A
11,1,agar,4,2022021016,A
11,1,agar,5,2022021017,A
11,1,agar,6,2022021018,A
11,1,agar,1,2022021019,B
11,1,agar,2,2022021020,B
11,1,agar,3,2022021021,B
11,1,agar,4,2022021022,B
11,1,agar,5,2022021023,B
11,1,agar,6,2022021024,B
11,1,agar,1,2022021025,AB
11,1,agar,2,2022021026,AB
11,1,agar,3,2022021027,AB
11,1,agar,4,2022021028,AB
11,1,agar,5,2022021029,AB
11,1,agar,6,2022021030,AB
12,1,on,1,2022021031,N
11,1,test,1,2022021032,N
11,1,test,1,2022021033,A
11,1,test,1,2022021034,B
11,1,test,1,2022021035,AB
12,1,assay,1,2022021101,N
12,1,assay,2,2022021102,N
12,1,assay,3,2022021103,N
12,1,assay,4,2022021104,N
12,1,assay,5,2022021105,N
12,1,assay,6,2022021106,N
12,1,agar,1,2022021107,N
12,1,agar,2,2022021108,N
12,1,agar,3,2022021109,N
12,1,agar,4,2022021110,N
12,1,agar,5,2022021111,N
12,1,agar,6,2022021112,N
12,1,agar,1,2022021113,A
12,1,agar,2,2022021114,A
12,1,agar,3,2022021115,A
12,1,agar,4,2022021116,A
12,1,agar,5,2022021117,A
12,1,agar,6,2022021118,A
12,1,agar,1,2022021119,B
12,1,agar,2,2022021120,B
12,1,agar,3,2022021121,B
12,1,agar,4,2022021122,B
12,1,agar,5,2022021123,B
12,1,agar,6,2022021124,B
12,1,agar,1,2022021125,AB
12,1,agar,2,2022021126,AB
12,1,agar,3,2022021127,AB
12,1,agar,4,2022021128,AB
12,1,agar,5,2022021129,AB
12,1,agar,6,2022021130,AB
13,1,on,1,2022021131,N
12,1,test,1,2022021132,N
12,1,test,1,2022021133,A
12,1,test,1,2022021134,B
12,1,test,1,2022021135,AB
13,1,assay,1,2022021301,N
13,1,assay,2,2022021302,N
13,1,assay,3,2022021303,N
13,1,assay,4,2022021304,N
13,1,assay,5,2022021305,N
13,1,assay,6,2022021306,N
13,1,agar,1,2022021307,N
13,1,agar,2,2022021308,N
13,1,agar,3,2022021309,N
13,1,agar,4,2022021310,N
13,1,agar,5,2022021311,N
13,1,agar,6,2022021312,N
13,1,agar,1,2022021313,A
13,1,agar,2,2022021314,A
13,1,agar,3,2022021315,A
13,1,agar,4,2022021316,A
13,1,agar,5,2022021317,A
13,1,agar,6,2022021318,A
13,1,agar,1,2022021319,B
13,1,agar,2,2022021320,B
13,1,agar,3,2022021321,B
13,1,agar,4,2022021322,B
13,1,agar,5,2022021323,B
13,1,agar,6,2022021324,B
13,1,agar,1,2022021325,AB
13,1,agar,2,2022021326,AB
13,1,agar,3,2022021327,AB
13,1,agar,4,2022021328,AB
13,1,agar,5,2022021329,AB
13,1,agar,6,2022021330,AB
14,1,on,1,2022021331,N
13,1,test,1,2022021332,N
13,1,test,1,2022021333,A
13,1,test,1,2022021334,B
13,1,test,1,2022021335,AB
14,1,assay,1,2022021401,N
14,1,assay,2,2022021402,N
14,1,assay,3,2022021403,N
14,1,assay,4,2022021404,N
14,1,assay,5,2022021405,N
14,1,assay,6,2022021406,N
14,1,agar,1,2022021407,N
14,1,agar,2,2022021408,N
14,1,agar,3,2022021409,N
14,1,agar,4,2022021410,N
14,1,agar,5,2022021411,N
14,1,agar,6,2022021412,N
14,1,agar,1,2022021413,A
14,1,agar,2,2022021414,A
14,1,agar,3,2022021415,A
14,1,agar,4,2022021416,A
14,1,agar,5,2022021417,A
14,1,agar,6,2022021418,A
14,1,agar,1,2022021419,B
14,1,agar,2,2022021420,B
14,1,agar,3,2022021421,B
14,1,agar,4,2022021422,B
14,1,agar,5,2022021423,B
14,1,agar,6,2022021424,B
14,1,agar,1,2022021425,AB
14,1,agar,2,2022021426,AB
14,1,agar,3,2022021427,AB
14,1,agar,4,2022021428,AB
14,1,agar,5,2022021429,AB
14,1,agar,6,2022021430,AB
15,1,on,1,2022021431,N
14,1,test,1,2022021432,N
14,1,test,1,2022021433,A
14,1,test,1,2022021434,B
14,1,test,1,2022021435,AB
15,1,assay,1,2022021501,N
15,1,assay,2,2022021502,N
15,1,assay,3,2022021503,N
15,1,assay,4,2022021504,N
15,1,assay,5,2022021505,N
15,1,assay,6,2022021506,N
15,1,agar,1,2022021507,N
15,1,agar,2,2022021508,N
15,1,agar,3,2022021509,N
15,1,agar,4,2022021510,N
15,1,agar,5,2022021511,N
15,1,agar,6,2022021512,N
15,1,agar,1,2022021513,A
15,1,agar,2,2022021514,A
15,1,agar,3,2022021515,A
15,1,agar,4,2022021516,A
15,1,agar,5,2022021517,A
15,1,agar,6,2022021518,A
15,1,agar,1,2022021519,B
15,1,agar,2,2022021520,B
15,1,agar,3,2022021521,B
15,1,agar,4,2022021522,B
15,1,agar,5,2022021523,B
15,1,agar,6,2022021524,B
15,1,agar,1,2022021525,AB
15,1,agar,2,2022021526,AB
15,1,agar,3,2022021527,AB
15,1,agar,4,2022021528,AB
15,1,agar,5,2022021529,AB
15,1,agar,6,2022021530,AB
16,1,on,1,2022021531,N
15,1,test,1,2022021532,N
15,1,test,1,2022021533,A
15,1,test,1,2022021534,B
15,1,test,1,2022021535,AB
16,1,assay,1,2022021601,N
16,1,assay,2,2022021602,N
16,1,assay,3,2022021603,N
16,1,assay,4,2022021604,N
16,1,assay,5,2022021605,N
16,1,assay,6,2022021606,N
16,1,agar,1,2022021607,N
16,1,agar,2,2022021608,N
16,1,agar,3,2022021609,N
16,1,agar,4,2022021610,N
16,1,agar,5,2022021611,N
16,1,agar,6,2022021612,N
16,1,agar,1,2022021613,A
16,1,agar,2,2022021614,A
16,1,agar,3,2022021615,A
16,1,agar,4,2022021616,A
16,1,agar,5,2022021617,A
16,1,agar,6,2022021618,A
16,1,agar,1,2022021619,B
16,1,agar,2,2022021620,B
16,1,agar,3,2022021621,B
16,1,agar,4,2022021622,B
16,1,agar,5,2022021623,B
16,1,agar,6,2022021624,B
16,1,agar,1,2022021625,AB
16,1,agar,2,2022021626,AB
16,1,agar,3,2022021627,AB
16,1,agar,4,2022021628,AB
16,1,agar,5,2022021629,AB
16,1,agar,6,2022021630,AB
17,1,on,1,2022021631,N
16,1,test,1,2022021632,N
16,1,test,1,2022021633,A
16,1,test,1,2022021634,B
16,1,test,1,2022021635,AB
17,1,assay,1,2022021701,N
17,1,assay,2,2022021702,N
17,1,assay,3,2022021703,N
17,1,assay,4,2022021704,N
17,1,assay,5,2022021705,N
17,1,assay,6,2022021706,N
17,1,agar,1,2022021707,N
17,1,agar,2,2022021708,N
17,1,agar,3,2022021709,N
17,1,agar,4,2022021710,N
17,1,agar,5,2022021711,N
17,1,agar,6,2022021712,N
17,1,agar,1,2022021713,A
17,1,agar,2,2022021714,A
17,1,agar,3,2022021715,A
17,1,agar,4,2022021716,A
17,1,agar,5,2022021717,A
17,1,agar,6,2022021718,A
17,1,agar,1,2022021719,B
17,1,agar,2,2022021720,B
17,1,agar,3,2022021721,B
17,1,agar,4,2022021722,B
17,1,agar,5,2022021723,B
17,1,agar,6,2022021724,B
17,1,agar,1,2022021725,AB
17,1,agar,2,2022021726,AB
17,1,agar,3,2022021727,AB
17,1,agar,4,2022021728,AB
17,1,agar,5,2022021729,AB
17,1,agar,6,2022021730,AB
18,1,on,1,2022021731,N
17,1,test,1,2022021732,N
17,1,test,1,2022021733,A
17,1,test,1,2022021734,B
17,1,test,1,2022021735,AB
18,1,assay,1,2022021801,N
18,1,assay,2,2022021802,N
18,1,assay,3,2022021803,N
18,1,assay,4,2022021804,N
18,1,assay,5,2022021805,N
18,1,assay,6,2022021806,N
18,1,agar,1,2022021807,N
18,1,agar,2,2022021808,N
18,1,agar,3,2022021809,N
18,1,agar,4,2022021810,N
18,1,agar,5,2022021811,N
18,1,agar,6,2022021812,N
18,1,agar,1,2022021813,A
18,1,agar,2,2022021814,A
18,1,agar,3,2022021815,A
18,1,agar,4,2022021816,A
18,1,agar,5,2022021817,A
18,1,agar,6,2022021818,A
18,1,agar,1,2022021819,B
18,1,agar,2,2022021820,B
18,1,agar,3,2022021821,B
18,1,agar,4,2022021822,B
18,1,agar,5,2022021823,B
18,1,agar,6,2022021824,B
18,1,agar,1,2022021825,AB
18,1,agar,2,2022021826,AB
18,1,agar,3,2022021827,AB
18,1,agar,4,2022021828,AB
18,1,agar,5,2022021829,AB
18,1,agar,6,2022021830,AB
19,1,on,1,2022021831,N
18,1,test,1,2022021832,N
18,1,test,1,2022021833,A
18,1,test,1,2022021834,B
18,1,test,1,2022021835,AB
19,1,assay,1,2022022001,N
19,1,assay,2,2022022002,N
19,1,assay,3,2022022003,N
19,1,assay,4,2022022004,N
19,1,assay,5,2022022005,N
19,1,assay,6,2022022006,N
19,1,agar,1,2022022007,N
19,1,agar,2,2022022008,N
19,1,agar,3,2022022009,N
19,1,agar,4,2022022010,N
19,1,agar,5,2022022011,N
19,1,agar,6,2022022012,N
19,1,agar,1,2022022013,A
19,1,agar,2,2022022014,A
19,1,agar,3,2022022015,A
19,1,agar,4,2022022016,A
19,1,agar,5,2022022017,A
19,1,agar,6,2022022018,A
19,1,agar,1,2022022019,B
19,1,agar,2,2022022020,B
19,1,agar,3,2022022021,B
19,1,agar,4,2022022022,B
19,1,agar,5,2022022023,B
19,1,agar,6,2022022024,B
19,1,agar,1,2022022025,AB
19,1,agar,2,2022022026,AB
19,1,agar,3,2022022027,AB
19,1,agar,4,2022022028,AB
19,1,agar,5,2022022029,AB
19,1,agar,6,2022022030,AB
20,1,on,1,2022022031,N
19,1,test,1,2022022032,N
19,1,test,1,2022022033,A
19,1,test,1,2022022034,B
19,1,test,1,2022022035,AB
20,1,assay,1,2022022101,N
20,1,assay,2,2022022102,N
20,1,assay,3,2022022103,N
20,1,assay,4,2022022104,N
20,1,assay,5,2022022105,N
20,1,assay,6,2022022106,N
20,1,agar,1,2022022107,N
20,1,agar,2,2022022108,N
20,1,agar,3,2022022109,N
20,1,agar,4,2022022110,N
20,1,agar,5,2022022111,N
20,1,agar,6,2022022112,N
20,1,agar,1,2022022113,A
20,1,agar,2,2022022114,A
20,1,agar,3,2022022115,A
20,1,agar,4,2022022116,A
20,1,agar,5,2022022117,A
20,1,agar,6,2022022118,A
20,1,agar,1,2022022119,B
20,1,agar,2,2022022120,B
20,1,agar,3,2022022121,B
20,1,agar,4,2022022122,B
20,1,agar,5,2022022123,B
20,1,agar,6,2022022124,B
20,1,agar,1,2022022125,AB
20,1,agar,2,2022022126,AB
20,1,agar,3,2022022127,AB
20,1,agar,4,2022022128,AB
20,1,agar,5,2022022129,AB
20,1,agar,6,2022022130,AB
21,1,on,1,2022022131,N
20,1,test,1,2022022132,N
20,1,test,1,2022022133,A
20,1,test,1,2022022134,B
20,1,test,1,2022022135,AB
21,1,assay,1,2022022201,N
21,1,assay,2,2022022202,N
21,1,assay,3,2022022203,N
21,1,assay,4,2022022204,N
21,1,assay,5,2022022205,N
21,1,assay,6,2022022206,N
21,1,agar,1,2022022207,N
21,1,agar,2,2022022208,N
21,1,agar,3,2022022209,N
21,1,agar,4,2022022210,N
21,1,agar,5,2022022211,N
21,1,agar,6,2022022212,N
21,1,agar,1,2022022213,A
21,1,agar,2,2022022214,A
21,1,agar,3,2022022215,A
21,1,agar,4,2022022216,A
21,1,agar,5,2022022217,A
21,1,agar,6,2022022218,A
21,1,agar,1,2022022219,B
21,1,agar,2,2022022220,B
21,1,agar,3,2022022221,B
21,1,agar,4,2022022222,B
21,1,agar,5,2022022223,B
21,1,agar,6,2022022224,B
21,1,agar,1,2022022225,AB
21,1,agar,2,2022022226,AB
21,1,agar,3,2022022227,AB
21,1,agar,4,2022022228,AB
21,1,agar,5,2022022229,AB
21,1,agar,6,2022022230,AB
22,1,on,1,2022022231,N
21,1,test,1,2022022232,N
21,1,test,1,2022022233,A
21,1,test,1,2022022234,B
21,1,test,1,2022022235,AB
22,1,assay,1,2022022301,N
22,1,assay,2,2022022302,N
22,1,assay,3,2022022303,N
22,1,assay,4,2022022304,N
22,1,assay,5,2022022305,N
22,1,assay,6,2022022306,N
22,1,agar,1,2022022307,N
22,1,agar,2,2022022308,N
22,1,agar,3,2022022309,N
22,1,agar,4,2022022310,N
22,1,agar,5,2022022311,N
22,1,agar,6,2022022312,N
22,1,agar,1,2022022313,A
22,1,agar,2,2022022314,A
22,1,agar,3,2022022315,A
22,1,agar,4,2022022316,A
22,1,agar,5,2022022317,A
22,1,agar,6,2022022318,A
22,1,agar,1,2022022319,B
22,1,agar,2,2022022320,B
22,1,agar,3,2022022321,B
22,1,agar,4,2022022322,B
22,1,agar,5,2022022323,B
22,1,agar,6,2022022324,B
22,1,agar,1,2022022325,AB
22,1,agar,2,2022022326,AB
22,1,agar,3,2022022327,AB
22,1,agar,4,2022022328,AB
22,1,agar,5,2022022329,AB
22,1,agar,6,2022022330,AB
23,1,on,1,2022022331,N
22,1,test,1,2022022332,N
22,1,test,1,2022022333,A
22,1,test,1,2022022334,B
22,1,test,1,2022022335,AB
23,1,assay,1,2022022501,N
23,1,assay,2,2022022502,N
23,1,assay,3,2022022503,N
23,1,assay,4,2022022504,N
23,1,assay,5,2022022505,N
23,1,assay,6,2022022506,N
23,1,agar,1,2022022507,N
23,1,agar,2,2022022508,N
23,1,agar,3,2022022509,N
23,1,agar,4,2022022510,N
23,1,agar,5,2022022511,N
23,1,agar,6,2022022512,N
23,1,agar,1,2022022513,A
23,1,agar,2,2022022514,A
23,1,agar,3,2022022515,A
23,1,agar,4,2022022516,A
23,1,agar,5,2022022517,A
23,1,agar,6,2022022518,A
23,1,agar,1,2022022519,B
23,1,agar,2,2022022520,B
23,1,agar,3,2022022521,B
23,1,agar,4,2022022522,B
23,1,agar,5,2022022523,B
23,1,agar,6,2022022524,B
23,1,agar,1,2022022525,AB
23,1,agar,2,2022022526,AB
23,1,agar,3,2022022527,AB
23,1,agar,4,2022022528,AB
23,1,agar,5,2022022529,AB
23,1,agar,6,2022022530,AB
24,1,on,1,2022022531,N
23,1,test,1,2022022532,N
23,1,test,1,2022022533,A
23,1,test,1,2022022534,B
23,1,test,1,2022022535,AB
24,1,assay,1,2022022601,N
24,1,assay,2,2022022602,N
24,1,assay,3,2022022603,N
24,1,assay,4,2022022604,N
24,1,assay,5,2022022605,N
24,1,assay,6,2022022606,N
24,1,agar,1,2022022607,N
24,1,agar,2,2022022608,N
24,1,agar,3,2022022609,N
24,1,agar,4,2022022610,N
24,1,agar,5,2022022611,N
24,1,agar,6,2022022612,N
24,1,agar,1,2022022613,A
24,1,agar,2,2022022614,A
24,1,agar,3,2022022615,A
24,1,agar,4,2022022616,A
24,1,agar,5,2022022617,A
24,1,agar,6,2022022618,A
24,1,agar,1,2022022619,B
24,1,agar,2,2022022620,B
24,1,agar,3,2022022621,B
24,1,agar,4,2022022622,B
24,1,agar,5,2022022623,B
24,1,agar,6,2022022624,B
24,1,agar,1,2022022625,AB
24,1,agar,2,2022022626,AB
24,1,agar,3,2022022627,AB
24,1,agar,4,2022022628,AB
24,1,agar,5,2022022629,AB
24,1,agar,6,2022022630,AB
25,1,on,1,2022022631,N
24,1,test,1,2022022632,N
24,1,test,1,2022022633,A
24,1,test,1,2022022634,B
24,1,test,1,2022022635,AB
25,1,assay,1,2022022701,N
25,1,assay,2,2022022702,N
25,1,assay,3,2022022703,N
25,1,assay,4,2022022704,N
25,1,assay,5,2022022705,N
25,1,assay,6,2022022706,N
25,1,agar,1,2022022707,N
25,1,agar,2,2022022708,N
25,1,agar,3,2022022709,N
25,1,agar,4,2022022710,N
25,1,agar,5,2022022711,N
25,1,agar,6,2022022712,N
25,1,agar,1,2022022713,A
25,1,agar,2,2022022714,A
25,1,agar,3,2022022715,A
25,1,agar,4,2022022716,A
25,1,agar,5,2022022717,A
25,1,agar,6,2022022718,A
25,1,agar,1,2022022719,B
