ID,plate,well,row,col,tip,rep,rwell,transfer_n,turnover_strain,treatment_with,turnover_id,infection_to_well,infection_to_well_id,transfer_from_well_id,transfer_to_well_id,exclude,pheno_str,pheno_num,phenotype,strategy
t16_P4_J8,4,224,J,8,5,3,52,16,,AB,,,,t15_P4_J8,t17_P4_J8,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_I9,4,201,I,9,5,0,53,16,wt,AB,t16_S_A7,,,,t17_P4_I9,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_I10,4,202,I,10,5,2,53,16,wt,AB,t16_S_A8,,,,t17_P4_I10,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_J9,4,225,J,9,5,1,53,16,wt,AB,t16_S_B7,,,,t17_P4_J9,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_J10,4,226,J,10,5,3,53,16,wt,AB,t16_S_B8,,,,t17_P4_J10,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_I11,4,203,I,11,5,0,54,16,bl,none,t16_S_A11,,,,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_I12,4,204,I,12,5,2,54,16,bl,none,t16_S_A12,,,,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_J11,4,227,J,11,5,1,54,16,bl,none,t16_S_B11,,,,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_J12,4,228,J,12,5,3,54,16,bl,none,t16_S_B12,,,,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_I13,4,205,I,13,5,0,55,16,UI,AB,t16_S_A9,70.0,t17_P4_K19,,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_I14,4,206,I,14,5,2,55,16,UI,AB,t16_S_A10,70.0,t17_P4_K20,,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_J13,4,229,J,13,5,1,55,16,UI,AB,t16_S_B9,70.0,t17_P4_L19,,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_J14,4,230,J,14,5,3,55,16,UI,AB,t16_S_B10,70.0,t17_P4_L20,,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_I15,4,207,I,15,5,0,56,16,,AB,,,,t15_P4_I15,t17_P4_I15,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_I16,4,208,I,16,5,2,56,16,,AB,,,,t15_P4_I16,t17_P4_I16,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_J15,4,231,J,15,5,1,56,16,,AB,,,,t15_P4_J15,t17_P4_J15,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_J16,4,232,J,16,5,3,56,16,,AB,,,,t15_P4_J16,t17_P4_J16,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_I17,4,209,I,17,5,0,57,16,,AB,,,,t15_P4_I17,t17_P4_I17,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_I18,4,210,I,18,5,2,57,16,,AB,,,,t15_P4_I18,t17_P4_I18,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_J17,4,233,J,17,5,1,57,16,,AB,,,,t15_P4_J17,t17_P4_J17,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_J18,4,234,J,18,5,3,57,16,,AB,,,,t15_P4_J18,t17_P4_J18,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_I19,4,211,I,19,5,0,58,16,,AB,,,,t15_P4_I19,t17_P4_I19,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_I20,4,212,I,20,5,2,58,16,,AB,,,,t15_P4_I20,t17_P4_I20,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_J19,4,235,J,19,5,1,58,16,,AB,,,,t15_P4_J19,t17_P4_J19,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_J20,4,236,J,20,5,3,58,16,,AB,,,,t15_P4_J20,t17_P4_J20,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_I21,4,213,I,21,5,0,59,16,,AB,,72.0,t17_P4_K23,t15_P4_I21,t17_P4_I21,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_I22,4,214,I,22,5,2,59,16,,AB,,72.0,t17_P4_K24,t15_P4_I22,t17_P4_I22,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_J21,4,237,J,21,5,1,59,16,,AB,,72.0,t17_P4_L23,t15_P4_J21,t17_P4_J21,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_J22,4,238,J,22,5,3,59,16,,AB,,72.0,t17_P4_L24,t15_P4_J22,t17_P4_J22,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_I23,4,215,I,23,5,0,60,16,wt,AB,t16_S_A7,43.0,t17_P4_G13,,t17_P4_I23,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_I24,4,216,I,24,5,2,60,16,wt,AB,t16_S_A8,43.0,t17_P4_G14,,t17_P4_I24,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_J23,4,239,J,23,5,1,60,16,wt,AB,t16_S_B7,43.0,t17_P4_H13,,t17_P4_J23,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_J24,4,240,J,24,5,3,60,16,wt,AB,t16_S_B8,43.0,t17_P4_H14,,t17_P4_J24,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_K1,4,241,K,1,6,0,61,16,,AB,,,,t15_P4_K1,t17_P4_K1,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_K2,4,242,K,2,6,2,61,16,,AB,,,,t15_P4_K2,t17_P4_K2,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_L1,4,265,L,1,6,1,61,16,,AB,,,,t15_P4_L1,t17_P4_L1,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_L2,4,266,L,2,6,3,61,16,,AB,,,,t15_P4_L2,t17_P4_L2,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_K3,4,243,K,3,6,0,62,16,,AB,,45.0,t17_P4_G17,t15_P4_K3,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_K4,4,244,K,4,6,2,62,16,,AB,,45.0,t17_P4_G18,t15_P4_K4,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_L3,4,267,L,3,6,1,62,16,,AB,,45.0,t17_P4_H17,t15_P4_L3,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_L4,4,268,L,4,6,3,62,16,,AB,,45.0,t17_P4_H18,t15_P4_L4,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_K5,4,245,K,5,6,0,63,16,,AB,,,,t15_P4_K5,t17_P4_K5,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_K6,4,246,K,6,6,2,63,16,,AB,,,,t15_P4_K6,t17_P4_K6,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_L5,4,269,L,5,6,1,63,16,,AB,,,,t15_P4_L5,t17_P4_L5,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_L6,4,270,L,6,6,3,63,16,,AB,,,,t15_P4_L6,t17_P4_L6,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_K7,4,247,K,7,6,0,64,16,,AB,,,,t15_P4_K7,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_K8,4,248,K,8,6,2,64,16,,AB,,,,t15_P4_K8,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_L7,4,271,L,7,6,1,64,16,,AB,,,,t15_P4_L7,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_L8,4,272,L,8,6,3,64,16,,AB,,,,t15_P4_L8,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_K9,4,249,K,9,6,0,65,16,,AB,,64.0,t17_P4_K7,t15_P4_K9,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_K10,4,250,K,10,6,2,65,16,,AB,,64.0,t17_P4_K8,t15_P4_K10,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_L9,4,273,L,9,6,1,65,16,,AB,,64.0,t17_P4_L7,t15_P4_L9,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_L10,4,274,L,10,6,3,65,16,,AB,,64.0,t17_P4_L8,t15_P4_L10,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_K11,4,251,K,11,6,0,66,16,wt,AB,t16_S_A7,,,,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_K12,4,252,K,12,6,2,66,16,wt,AB,t16_S_A8,,,,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_L11,4,275,L,11,6,1,66,16,wt,AB,t16_S_B7,,,,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_L12,4,276,L,12,6,3,66,16,wt,AB,t16_S_B8,,,,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_K13,4,253,K,13,6,0,67,16,wt,AB,t16_S_A7,52.0,t17_P4_I7,,t17_P4_K13,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_K14,4,254,K,14,6,2,67,16,wt,AB,t16_S_A8,52.0,t17_P4_I8,,t17_P4_K14,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_L13,4,277,L,13,6,1,67,16,wt,AB,t16_S_B7,52.0,t17_P4_J7,,t17_P4_L13,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_L14,4,278,L,14,6,3,67,16,wt,AB,t16_S_B8,52.0,t17_P4_J8,,t17_P4_L14,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_K15,4,255,K,15,6,0,68,16,,AB,,26.0,t17_P4_E3,t15_P4_K15,t17_P4_K15,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_K16,4,256,K,16,6,2,68,16,,AB,,26.0,t17_P4_E4,t15_P4_K16,t17_P4_K16,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_L15,4,279,L,15,6,1,68,16,,AB,,26.0,t17_P4_F3,t15_P4_L15,t17_P4_L15,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_L16,4,280,L,16,6,3,68,16,,AB,,26.0,t17_P4_F4,t15_P4_L16,t17_P4_L16,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_K17,4,257,K,17,6,0,69,16,,AB,,66.0,t17_P4_K11,t15_P4_K17,t17_P4_K17,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_K18,4,258,K,18,6,2,69,16,,AB,,66.0,t17_P4_K12,t15_P4_K18,t17_P4_K18,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_L17,4,281,L,17,6,1,69,16,,AB,,66.0,t17_P4_L11,t15_P4_L17,t17_P4_L17,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_L18,4,282,L,18,6,3,69,16,,AB,,66.0,t17_P4_L12,t15_P4_L18,t17_P4_L18,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_K19,4,259,K,19,6,0,70,16,,AB,,,,t15_P4_K19,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_K20,4,260,K,20,6,2,70,16,,AB,,,,t15_P4_K20,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_L19,4,283,L,19,6,1,70,16,,AB,,,,t15_P4_L19,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_L20,4,284,L,20,6,3,70,16,,AB,,,,t15_P4_L20,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_K21,4,261,K,21,6,0,71,16,,AB,,63.0,t17_P4_K5,t15_P4_K21,t17_P4_K21,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_K22,4,262,K,22,6,2,71,16,,AB,,63.0,t17_P4_K6,t15_P4_K22,t17_P4_K22,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_L21,4,285,L,21,6,1,71,16,,AB,,63.0,t17_P4_L5,t15_P4_L21,t17_P4_L21,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_L22,4,286,L,22,6,3,71,16,,AB,,63.0,t17_P4_L6,t15_P4_L22,t17_P4_L22,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_K23,4,263,K,23,6,0,72,16,,AB,,,,t15_P4_K23,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_K24,4,264,K,24,6,2,72,16,,AB,,,,t15_P4_K24,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_L23,4,287,L,23,6,1,72,16,,AB,,,,t15_P4_L23,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_L24,4,288,L,24,6,3,72,16,,AB,,,,t15_P4_L24,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_M1,4,289,M,1,7,0,73,16,wt,AB,t16_S_A7,,,,t17_P4_M1,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_M2,4,290,M,2,7,2,73,16,wt,AB,t16_S_A8,,,,t17_P4_M2,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_N1,4,313,N,1,7,1,73,16,wt,AB,t16_S_B7,,,,t17_P4_N1,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_N2,4,314,N,2,7,3,73,16,wt,AB,t16_S_B8,,,,t17_P4_N2,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_M3,4,291,M,3,7,0,74,16,,AB,,,,t15_P4_M3,t17_P4_M3,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_M4,4,292,M,4,7,2,74,16,,AB,,,,t15_P4_M4,t17_P4_M4,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_N3,4,315,N,3,7,1,74,16,,AB,,,,t15_P4_N3,t17_P4_N3,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_N4,4,316,N,4,7,3,74,16,,AB,,,,t15_P4_N4,t17_P4_N4,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_M5,4,293,M,5,7,0,75,16,wt,AB,t16_S_A7,85.0,t17_P4_O1,,t17_P4_M5,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_M6,4,294,M,6,7,2,75,16,wt,AB,t16_S_A8,85.0,t17_P4_O2,,t17_P4_M6,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_N5,4,317,N,5,7,1,75,16,wt,AB,t16_S_B7,85.0,t17_P4_P1,,t17_P4_N5,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_N6,4,318,N,6,7,3,75,16,wt,AB,t16_S_B8,85.0,t17_P4_P2,,t17_P4_N6,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_M7,4,295,M,7,7,0,76,16,UI,AB,t16_S_A9,,,,t17_P4_M7,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_M8,4,296,M,8,7,2,76,16,UI,AB,t16_S_A10,,,,t17_P4_M8,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_N7,4,319,N,7,7,1,76,16,UI,AB,t16_S_B9,,,,t17_P4_N7,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_N8,4,320,N,8,7,3,76,16,UI,AB,t16_S_B10,,,,t17_P4_N8,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_M9,4,297,M,9,7,0,77,16,wt,AB,t16_S_A7,,,,t17_P4_M9,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_M10,4,298,M,10,7,2,77,16,wt,AB,t16_S_A8,,,,t17_P4_M10,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_N9,4,321,N,9,7,1,77,16,wt,AB,t16_S_B7,,,,t17_P4_N9,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_N10,4,322,N,10,7,3,77,16,wt,AB,t16_S_B8,,,,t17_P4_N10,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_M11,4,299,M,11,7,0,78,16,,AB,,,,t15_P4_M11,t17_P4_M11,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_M12,4,300,M,12,7,2,78,16,,AB,,,,t15_P4_M12,t17_P4_M12,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_N11,4,323,N,11,7,1,78,16,,AB,,,,t15_P4_N11,t17_P4_N11,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_N12,4,324,N,12,7,3,78,16,,AB,,,,t15_P4_N12,t17_P4_N12,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_M13,4,301,M,13,7,0,79,16,wt,AB,t16_S_A7,,,,t17_P4_M13,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_M14,4,302,M,14,7,2,79,16,wt,AB,t16_S_A8,,,,t17_P4_M14,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_N13,4,325,N,13,7,1,79,16,wt,AB,t16_S_B7,,,,t17_P4_N13,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_N14,4,326,N,14,7,3,79,16,wt,AB,t16_S_B8,,,,t17_P4_N14,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_M15,4,303,M,15,7,0,80,16,,AB,,,,t15_P4_M15,t17_P4_M15,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_M16,4,304,M,16,7,2,80,16,,AB,,,,t15_P4_M16,t17_P4_M16,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_N15,4,327,N,15,7,1,80,16,,AB,,,,t15_P4_N15,t17_P4_N15,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_N16,4,328,N,16,7,3,80,16,,AB,,,,t15_P4_N16,t17_P4_N16,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_M17,4,305,M,17,7,0,81,16,,AB,,,,t15_P4_M17,t17_P4_M17,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_M18,4,306,M,18,7,2,81,16,,AB,,,,t15_P4_M18,t17_P4_M18,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_N17,4,329,N,17,7,1,81,16,,AB,,,,t15_P4_N17,t17_P4_N17,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_N18,4,330,N,18,7,3,81,16,,AB,,,,t15_P4_N18,t17_P4_N18,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_M19,4,307,M,19,7,0,82,16,,AB,,,,t15_P4_M19,t17_P4_M19,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_M20,4,308,M,20,7,2,82,16,,AB,,,,t15_P4_M20,t17_P4_M20,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_N19,4,331,N,19,7,1,82,16,,AB,,,,t15_P4_N19,t17_P4_N19,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_N20,4,332,N,20,7,3,82,16,,AB,,,,t15_P4_N20,t17_P4_N20,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_M21,4,309,M,21,7,0,83,16,,AB,,70.0,t17_P4_K19,t15_P4_M21,t17_P4_M21,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_M22,4,310,M,22,7,2,83,16,,AB,,70.0,t17_P4_K20,t15_P4_M22,t17_P4_M22,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_N21,4,333,N,21,7,1,83,16,,AB,,70.0,t17_P4_L19,t15_P4_N21,t17_P4_N21,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_N22,4,334,N,22,7,3,83,16,,AB,,70.0,t17_P4_L20,t15_P4_N22,t17_P4_N22,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_M23,4,311,M,23,7,0,84,16,,AB,,,,t15_P4_M23,t17_P4_M23,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_M24,4,312,M,24,7,2,84,16,,AB,,,,t15_P4_M24,t17_P4_M24,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_N23,4,335,N,23,7,1,84,16,,AB,,,,t15_P4_N23,t17_P4_N23,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_N24,4,336,N,24,7,3,84,16,,AB,,,,t15_P4_N24,t17_P4_N24,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_O1,4,337,O,1,8,0,85,16,,AB,,,,t15_P4_O1,t17_P4_O1,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_O2,4,338,O,2,8,2,85,16,,AB,,,,t15_P4_O2,t17_P4_O2,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_P1,4,361,P,1,8,1,85,16,,AB,,,,t15_P4_P1,t17_P4_P1,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_P2,4,362,P,2,8,3,85,16,,AB,,,,t15_P4_P2,t17_P4_P2,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_O3,4,339,O,3,8,0,86,16,,AB,,76.0,t17_P4_M7,t15_P4_O3,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_O4,4,340,O,4,8,2,86,16,,AB,,76.0,t17_P4_M8,t15_P4_O4,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_P3,4,363,P,3,8,1,86,16,,AB,,76.0,t17_P4_N7,t15_P4_P3,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_P4,4,364,P,4,8,3,86,16,,AB,,76.0,t17_P4_N8,t15_P4_P4,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_O5,4,341,O,5,8,0,87,16,,AB,,77.0,t17_P4_M9,t15_P4_O5,t17_P4_O5,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_O6,4,342,O,6,8,2,87,16,,AB,,77.0,t17_P4_M10,t15_P4_O6,t17_P4_O6,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_P5,4,365,P,5,8,1,87,16,,AB,,77.0,t17_P4_N9,t15_P4_P5,t17_P4_P5,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_P6,4,366,P,6,8,3,87,16,,AB,,77.0,t17_P4_N10,t15_P4_P6,t17_P4_P6,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_O7,4,343,O,7,8,0,88,16,,AB,,,,t15_P4_O7,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_O8,4,344,O,8,8,2,88,16,,AB,,,,t15_P4_O8,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_P7,4,367,P,7,8,1,88,16,,AB,,,,t15_P4_P7,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_P8,4,368,P,8,8,3,88,16,,AB,,,,t15_P4_P8,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_O9,4,345,O,9,8,0,89,16,,AB,,,,t15_P4_O9,t17_P4_O9,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_O10,4,346,O,10,8,2,89,16,,AB,,,,t15_P4_O10,t17_P4_O10,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_P9,4,369,P,9,8,1,89,16,,AB,,,,t15_P4_P9,t17_P4_P9,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_P10,4,370,P,10,8,3,89,16,,AB,,,,t15_P4_P10,t17_P4_P10,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_O11,4,347,O,11,8,0,90,16,,AB,,,,t15_P4_O11,t17_P4_O11,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_O12,4,348,O,12,8,2,90,16,,AB,,,,t15_P4_O12,t17_P4_O12,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_P11,4,371,P,11,8,1,90,16,,AB,,,,t15_P4_P11,t17_P4_P11,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_P12,4,372,P,12,8,3,90,16,,AB,,,,t15_P4_P12,t17_P4_P12,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_O13,4,349,O,13,8,0,91,16,,AB,,,,t15_P4_O13,t17_P4_O13,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_O14,4,350,O,14,8,2,91,16,,AB,,,,t15_P4_O14,t17_P4_O14,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_P13,4,373,P,13,8,1,91,16,,AB,,,,t15_P4_P13,t17_P4_P13,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_P14,4,374,P,14,8,3,91,16,,AB,,,,t15_P4_P14,t17_P4_P14,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_O15,4,351,O,15,8,0,92,16,,AB,,94.0,t17_P4_O19,t15_P4_O15,t17_P4_O15,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_O16,4,352,O,16,8,2,92,16,,AB,,94.0,t17_P4_O20,t15_P4_O16,t17_P4_O16,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_P15,4,375,P,15,8,1,92,16,,AB,,94.0,t17_P4_P19,t15_P4_P15,t17_P4_P15,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_P16,4,376,P,16,8,3,92,16,,AB,,94.0,t17_P4_P20,t15_P4_P16,t17_P4_P16,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_O17,4,353,O,17,8,0,93,16,,AB,,,,t15_P4_O17,t17_P4_O17,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_O18,4,354,O,18,8,2,93,16,,AB,,,,t15_P4_O18,t17_P4_O18,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_P17,4,377,P,17,8,1,93,16,,AB,,,,t15_P4_P17,t17_P4_P17,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_P18,4,378,P,18,8,3,93,16,,AB,,,,t15_P4_P18,t17_P4_P18,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_O19,4,355,O,19,8,0,94,16,wt,AB,t16_S_A7,,,,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_O20,4,356,O,20,8,2,94,16,wt,AB,t16_S_A8,,,,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_P19,4,379,P,19,8,1,94,16,wt,AB,t16_S_B7,,,,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_P20,4,380,P,20,8,3,94,16,wt,AB,t16_S_B8,,,,,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_O21,4,357,O,21,8,0,95,16,wt,AB,t16_S_A7,,,,t17_P4_O21,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_O22,4,358,O,22,8,2,95,16,wt,AB,t16_S_A8,,,,t17_P4_O22,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_P21,4,381,P,21,8,1,95,16,wt,AB,t16_S_B7,,,,t17_P4_P21,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_P22,4,382,P,22,8,3,95,16,wt,AB,t16_S_B8,,,,t17_P4_P22,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_O23,4,359,O,23,8,0,96,16,,AB,,,,t15_P4_O23,t17_P4_O23,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_O24,4,360,O,24,8,2,96,16,,AB,,,,t15_P4_O24,t17_P4_O24,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_P23,4,383,P,23,8,1,96,16,,AB,,,,t15_P4_P23,t17_P4_P23,,['0' '0' '0' '0'],0,UI,Combo
t16_P4_P24,4,384,P,24,8,3,96,16,,AB,,,,t15_P4_P24,t17_P4_P24,,['0' '0' '0' '0'],0,UI,Combo
t16_P5_A1,5,1,A,1,1,0,1,16,,B,,95.0,t17_P5_O21,t15_P5_A1,t17_P5_A1,,['0' '0' '0' '0'],0,UI,Cycling
t16_P5_A2,5,2,A,2,1,2,1,16,,B,,95.0,t17_P5_O22,t15_P5_A2,t17_P5_A2,,['0' '0' '0' '0'],0,UI,Cycling
t16_P5_B1,5,25,B,1,1,1,1,16,,B,,95.0,t17_P5_P21,t15_P5_B1,t17_P5_B1,,['0' '0' '0' '0'],0,UI,Cycling
t16_P5_B2,5,26,B,2,1,3,1,16,,B,,95.0,t17_P5_P22,t15_P5_B2,t17_P5_B2,,['0' '0' '0' '0'],0,UI,Cycling
t16_P5_A3,5,3,A,3,1,0,2,16,,B,,,,t15_P5_A3,t17_P5_A3,,['0' '0' '0' '0'],0,UI,Cycling
t16_P5_A4,5,4,A,4,1,2,2,16,,B,,,,t15_P5_A4,t17_P5_A4,,['0' '0' '0' '0'],0,UI,Cycling
t16_P5_B3,5,27,B,3,1,1,2,16,,B,,,,t15_P5_B3,t17_P5_B3,,['0' '0' '0' '0'],0,UI,Cycling
t16_P5_B4,5,28,B,4,1,3,2,16,,B,,,,t15_P5_B4,t17_P5_B4,,['0' '0' '0' '0'],0,UI,Cycling
